0,1,2,3,4,5,6,7,8
GY,Greenheart Medical School,http://www.greenheartmed.org/,ChIJ5cqZBPvur40RJCI8j2NIXB0,6.816646299999999,-58.1355951,139 Fourth St  Georgetown  Guyana,NA,NA
HK,Hong Kong Institute of Education,http://www.ied.edu.hk/,ChIJd4guHQcJBDQRhysKXIPQYpA,22.4670285,114.1936333,10號 Lo Ping Rd  Ting Kok  Hong Kong,CmRaAAAA0BV8gFjIsBjAgo7UC524U5BQuCM1EyM1jFwr8n5fBJ3N_jdRo8eu7_ukK5Ejk7qyWqeLeDbHR1Eradh235TFNmI6VDpQNOBe93WzF4YPJ97UxThiTtBtInro5HMwMusOEhBQ1ZU-00X2-aSiqT9FepysGhTk8yUXjR7gINJegAScqPL-6xj0Ow,"<a href=""https://maps.google.com/maps/contrib/109410405203463654817"">Dd tai</a>"
HN,Universidad Católica de Honduras,http://www.unicah.edu/,ChIJG95iKgyVZY8RfBDoSJfWzjU,14.6110388,-87.830261,Siguatepeque  Honduras,CmRaAAAA7mnVB6nBeOPCWunWBkG3Pwv0i8kIqCvS3qN0sziXwN8HvbPSeduj9_kxk0WblKVFfTfBd4AuOWMHFzPxKGWVkIU9t9xsOQjp_MwojceE9pH2R6YCJmBN1qcrceaL7mvQEhCI6P1PewCzJP9mui4ImOPxGhRjD0SitZgcoX8aPo58-dUPma_naQ,"<a href=""https://maps.google.com/maps/contrib/102756124279851259714"">brian mejia</a>"
HR,University of Dubrovnik,http://www.unidu.hr/,ChIJ-V8ruywLTBMRmIsGGcy8prA,42.6435164,18.1020822,Ul. branitelja Dubrovnika 29  20000  Dubrovnik  Croatia,CmRaAAAACdf1AG8dhc-VdD83PH6kGWn3dCiaMXSxAD4UTNHuRG-a3Ir5acpNf6fKb8WK97zSc7uLwKyMKDrtwDgCLYqFh1-u9bpFqCE3ePnYPiVzCjh9z9QWZ_3vODRQjh2btT2JEhA6CkAU_dG0ffqtPlNPrIlVGhQIfQhePWMoa0cTC4SZMJoribQnxw,"<a href=""https://maps.google.com/maps/contrib/114484809985385491397"">Tomasz Niścigorski</a>"
HT,American University of the Caribbean,http://www.auchaiti.org/,ChIJVVVVSj9pDowRJj0w0v5QtN8,18.0508472,-63.12681849999999,Jordan Dr  Sint Maarten,CmRaAAAA3zVSVDNZr4fQ3yPi_NG6C8w6UO5aIrJ1ng5g9B0W2qxojGOkSBtKW-lHuxsgjNPT2Zttcrf1SX0XScpFpSK_EbiveGuOZLUBSA11zo4s1LnJv1BU84VnmN86S6QCFG2AEhA_xe4YjACA0WxDt6n-A-EYGhQ_FV4nAXOM2Kaz_XKfFj3vwbIJYA,"<a href=""https://maps.google.com/maps/contrib/115168034624264791325"">American University of the Caribbean School of Medicine</a>"
HU,Avicenna International College,http://www.avicenna.hu/,ChIJy7D-oujcQUcRMQx8DM0PD4c,47.482396,19.093175,Budapest  Orczy út 3  1089 Hungary,CmRaAAAAaQealCpTgyIgZBSK2uqpxlulryPm43fhvEF5qrsPF1xI5Eor8fTSEqPck9kxh5brARryU4uSszKQgXJEBV0l9YrLw5fojP1ytrJ-Rx9DXVSJ9ykaYTUuFGulUhGWzJyMEhA5JJJPHACg2ArXnMDhg9MPGhTrmyfcBOrAVs8rk84RN4G0xgZtWw,"<a href=""https://maps.google.com/maps/contrib/104922025037026765977"">Zohreh Karimi</a>"
HU,Esztergom Theological College,http://www.ehf.hu/,ChIJKQgVr_JhakcRlpCPhjzN8J0,47.80053909999999,18.7372998,Esztergom  Szent István tér 10  2500 Hungary,CmRaAAAAGXI4o8uvHCjFLVGKOBkeiaE3vv2Z9iRSQQIYfNcEGYEea1rwuoy2tQTch9r4Os-jCtYVtzlBDDa51-hP1GUuvEYt-OcNQvkAMiedFhxbhyuLZftAtrUuIsXVdSkY0gQpEhBaTQY6HEyzdAh2divActcZGhQV_8SLEHcPX8LRayVzEMMwyMIGtw,"<a href=""https://maps.google.com/maps/contrib/113334962499491915672"">Imre Hegyaljai</a>"
HU,Kossuth Lajos University,http://www.lib.klte.hu/,ChIJOyOSmvMNR0cRpYBwOMwyixU,47.5536257,21.6215102,Debrecen  Egyetem tér 1  4032 Hungary,CmRaAAAALQDmlmIW_C0mpaProY_P84AlLEXi0W8hBev88sMb1IAT595320v9ZYajqTVDv7IyYLC8VP0Dbi2JwhzyLxudLQJApMfgozB_dvj4UiL6bpOMyhxOqGkFw-t2sYtKVMoaEhCzc5hrAP-kjYgrobTUn65sGhRKvsYGljRZZKMdHTSKz4FptrEHFA,"<a href=""https://maps.google.com/maps/contrib/116070333584178978972"">Emy En</a>"
HU,University Medical School of Debrecen,http://www.dote.hu/,ChIJJQPukYwNR0cRnpNQby2t4_g,47.5564768,21.6282931,Debrecen  Nagyerdei krt. 94  4032 Hungary,CmRaAAAA8v4bONF0efA5MYCJjc3RxscrsCrlSXAfpMDeMyWnjdgH_zimsdnV5OVf4IQCqIJ-ywEkrm_R4QnrxPpzq1Rv0-Yo_BTJBsPlf6_yAlmAZUPCYHj7hKPn-q3CwUbwO2cyEhDEPdaQb0hfWrsp6uJRI26qGhQSZQVe2YS1Xb9C45Ki_idNNlDfew,"<a href=""https://maps.google.com/maps/contrib/114348943455368956268"">wafa Ak consultant</a>"
HU,University of Szeged,http://www.u-szeged.hu/,ChIJm9BJ92-IREcRgsUl4BFrEzw,46.2473322,20.1476209,Szeged  Dugonics tér 13  6720 Hungary,CmRaAAAAJst016q-bBf3h1PT_7PYDyAqubF6pDe5VE0igdUyJZ_zb9nx_VJAkAgrvdZM97hha401Io4nNM9Zu_QajJKMjwWHD6xHZvXL7n3UcBkYhZSDGdCepXzILDXBa_NdIy5XEhDA-FMQftL0xQbDSB9q-nIlGhQ-7bdLqcgCuUiepiZyAl95P8srNA,"<a href=""https://maps.google.com/maps/contrib/102197336629142182718"">V. Béla</a>"
ID,Institut Teknologi Adhi Tama Surabaya,http://www.itats.ac.id/,ChIJtTcrn0b61y0R1aAgTr4el40,-7.2900495,112.7790768,Jalan Arief Rachman Hakim  Klampis Ngasem  Sukolilo  Klampis Ngasem  Kec. Sukolilo  Kota SBY  Jawa Timur 60117  Indonesia,CmRaAAAAzkZEXyWH6tlc7_3LTBgVagfOtR5YzmCntS2VrA0PRE1svMM-Ad1yewz2aIft2e5FsMAzql9s_OpQc3M-qs1byaKm0s6HOwX1jJeXVUHND4ZAxQNxQr58ScExBr8Rwr0vEhCV76RHt3G-PWKDYiRX9qSDGhSO5rJp2vbRROUjKKjMxvffIBBd_g,"<a href=""https://maps.google.com/maps/contrib/109186396860377671984"">Mrsy 1086</a>"
ID,Politeknik Negeri Padang,http://www.polinpdg.ac.id/,ChIJcaFSnr631C8RMo6jV8zxnmA,-0.9137792999999999,100.4662863,Jl. Kampus  Limau Manis  Kec. Pauh  Kota Padang  Sumatera Barat 25164  Indonesia,CmRaAAAAbX0NmPkU13V5u1yBkzFqKSm0w3g-FIm2gNCZ8GHTKutkFrtpxowmD36ai9X3Wyrtx3WHtw0UOJvbmUkzGt5zt0sqm-TWVbmmACrIlebfvqlUSZ85e5TzwknDG7MkV2npEhD15Iit_X8GCZqH4BJb-avFGhRiS5ngx07xpYC94X1KUzN_Tx-Pog,"<a href=""https://maps.google.com/maps/contrib/116727350387270050749"">adhe zai</a>"
ID,STMIK AMIKOM Yogyakarta,http://www.amikom.ac.id/,ChIJ78S905tZei4RhkVUxLAUF28,-7.759725900000001,110.4088805,Jl. Ring Road Utara  Ngringin  Condongcatur  Kec. Depok  Kabupaten Sleman  Daerah Istimewa Yogyakarta 55281  Indonesia,CmRaAAAApi9_NXVjrxB9n_9tUDJb5HvhCiJMjlC8jPfPdDy7DJU3R3nEDrUrFZ_7rGaDxQaX1Z_apqc7pMVtfzzZoDSLM8zUNdURKguURZqw-KMWv_OfwJ_8uZ-pEdQn4-2lmJG_EhBHoOVUggWNgE42uwhakBgOGhTdDT7g_CGEsjWsflLgQr92Qg6PaQ,"<a href=""https://maps.google.com/maps/contrib/116855548766906882191"">Chyntia Bella</a>"
ID,Universitas 17 Agustus 1945 Samarinda,http://www.untag-smd.ac.id/,ChIJ_fxRyiV_9i0RJDdMTFz1h-M,-0.4800081999999999,117.134416,Jl. Ir. H. Juanda  No.80 Universitas 17 Agustus 1945  Air Hitam  Kec. Samarinda Ulu  Kota Samarinda  Kalimantan Timur 75123  Indonesia,CmRaAAAAoe90tQWwuoea2jODu4aLvxyUyvLpQNfOBi1GZZajitzfccC3QgrzBJXjTdtfjYvkeTowLffTBkH5ufcP0dcaeNmRMFvc8c7_WH77gEQG4EWtpkekuzZGamZOZOZWEGHOEhDaudKElXt4GZedYrIt9IHEGhSVyYKWN5s7NgWfTJnlDVOapvl8bQ,"<a href=""https://maps.google.com/maps/contrib/107342635178538949343"">Puri Faekpah</a>"
ID,Universitas Atma Jaya Yogyakarta,http://www.uajy.ac.id/,ChIJ2bND4e9Zei4RZTdsKR3y3kg,-7.7804061,110.4142274,Jl. Babarsari No.44  Janti  Caturtunggal  Kec. Depok  Kabupaten Sleman  Daerah Istimewa Yogyakarta 55281  Indonesia,CmRaAAAAX8U172_pXolu5VH0oI1S0X9xE9GxANM3NeyuoFFtWJ3iVHs2EM-7d4suqdztBVn47OVSmf6nD3CKtIzm0X80ONih6JPyQiD3vKLHm-6YEC9cOCchtfr4DVpg3D-IiFgVEhBv6YYfzB4t31b_rJVsQ2f6GhSgx0UnI75abUPbHeoGKQzdqOTe0A,"<a href=""https://maps.google.com/maps/contrib/108506237273591339483"">Tri Sudarmono</a>"
ID,Universitas Bung Hatta,http://www.bunghatta.ac.id/,ChIJi6oYF27H1C8RZMP1H2HuNkw,-0.878035,100.382235,Jl. Bagindo Aziz Chan Jl. By Pass  Aie Pacah  Kec. Koto Tangah  Kota Padang  Sumatera Barat 25586  Indonesia,CmRaAAAAcb4-lf2g7567cxoNsrWAWMqKeVLCY-Xokx6l-Tyzfodmf50r7YYEKbObCwSEzBq9pkCRKG6gyGfm8ufr6lUIob7hccubOjFkytRohBSZJhWca1dSD75nUo8E1kQ4ua5BEhDrE7PzYmOkT5WaIp9TOl28GhQbtBhIatT-wZhiEtOmTChKCKm5Ig,"<a href=""https://maps.google.com/maps/contrib/102983368923490060202"">Rozali Rozali02</a>"
ID,Universitas Gajayana Malang,http://www.unigamalang.ac.id/,ChIJu00C9Rso1i0R6rvzaQj4WXw,-7.939948800000001,112.6023915,Jl. Mertojoyo Blk. L  Merjosari  Kec. Lowokwaru  Kota Malang  Jawa Timur 65144  Indonesia,CmRaAAAA4aBinz1o1P2bcRccNMRxBeuS1y3_DHDUY1D8ci9Gb0zie6wDzeP4DgUBlk0no14M4k9FQIGKfWQpRvdhyrITYDLJdefZnSUF72Q3rhpPJoosbwP_CdFKzedVU4RiFha1EhCqM2t4XZeFMgNTMARGzc1VGhSGJv78v_1lvKg0nzdc-rHHRjDaEQ,"<a href=""https://maps.google.com/maps/contrib/104935563465097096881"">Universitas Gajayana</a>"
ID,Universitas Indonusa Esa Unggul,http://www.indonusa.ac.id/,ChIJ0WZX0_n2aS4RMXt0b8fewpo,-6.1858081,106.7788659,Jl. Arjuna Utara No.9  Duri Kepa  Kec. Kb. Jeruk  Kota Jakarta Barat  Daerah Khusus Ibukota Jakarta 11510  Indonesia,CmRaAAAAMd2y2rEH6pE9BnOPc5tC_AFMWXk56qzSixKtGASMuisn8n0QL4wrArD7SASeiOQBc3Q0ohArFAatUG0yq0rTIPah67HZx8Whzwxnb1PgrSS8TE_qWqvH4oRYrunwXo40EhDHZ3R1UwNrQUqyuxA-Zco7GhQ_rtFEK8wU63rGCPSVoeWeW8It2Q,"<a href=""https://maps.google.com/maps/contrib/117504031717611937689"">Universitas Esa Unggul</a>"
ID,Universitas Islam Sumatera Utara,http://www.uisu.ac.id/,ChIJK40RnXwwMTARStJmE3yGBV8,3.5623385,98.69387979999999,Jl. Sisingamangaraja No.Kelurahan  Teladan Bar.  Kec. Medan Kota  Kota Medan  Sumatera Utara 20217  Indonesia,CmRaAAAAdmrB3AjMbbb1EIqkp-NN8p4gC1kYVhizKVRch4ESvEzxG7qnGEEqSuqA-l_GJQ9xgKb8lz1C0QfHrL1jVYP-EZp4rDPScvjFAumsLL7nbi_Wdn72vDTh63Gm0wtp-VbIEhBKQ-nXkVOTeumxp3OZWnyzGhScycmZE7JMZZvaGZahgQ6ysG38yw,"<a href=""https://maps.google.com/maps/contrib/105089597059810283542"">UISU (Universitas Islam Sumatera Utara)</a>"
ID,Universitas Katolik Indonesia Atma Jaya,http://www.atmajaya.ac.id/,ChIJ1wt_IVXxaS4RWa2EBNHCLog,-6.218603600000001,106.8153289,Jl. Jend. Sudirman No.51  Karet Semanggi  Kecamatan Setiabudi  Kota Jakarta Selatan  Daerah Khusus Ibukota Jakarta 12930  Indonesia,CmRaAAAAGQV9GLzswyqMZg6bT-pZTw3kS4BIXfq5jX08hSvdZ_s-6Pen8CPH4mMw8ox5XnXITWAJTU9OttXO2d1p92PuPPNDckVUiWtqCbG30SPd6i1Fx0F9cbrMoJnGEVMKGCObEhC7T0YAvcbmbgIjYH6VOQ-2GhTj3vFpfiuuxX4W-mNgn7qvsMKWGw,"<a href=""https://maps.google.com/maps/contrib/114491516565409680863"">Universitas Katolik Indonesia Atma Jaya</a>"
ID,Universitas Komputer Indonesia,http://www.unikom.ac.id/,ChIJixgIqvjmaC4RA4keBuYkLWM,-6.886895699999999,107.615299,Jl. Dipati Ukur No.112-116  Lebakgede  Kecamatan Coblong  Kota Bandung  Jawa Barat 40132  Indonesia,CmRaAAAAyqE3IyT38TGoLOEbwK8WIU3cnxGIcsOowxH1wA3BqAX6DcZY6c2RuUOo0BlPffWMgqL3hTcr3n8Wllgijh_aHyYSyJHDcnX-_z_ygO3xN8OyZ4RyjYgTAYqYcGZt6KhBEhBtaKvm1xIB5wiqG_Mw3d-9GhTD_3_BVMuZ4CeuZyti1d572GZi9A,"<a href=""https://maps.google.com/maps/contrib/114465599353900221501"">Universitas Komputer Indonesia (UNIKOM)</a>"
ID,Universitas Kristen Satya Wacana,http://www.uksw.edu/,ChIJJclzyzF4ei4REPLicP8V6ZE,-7.3180985,110.4996048,Jl. Diponegoro No.52-60  Salatiga  Kec. Sidorejo  Kota Salatiga  Jawa Tengah 50711  Indonesia,CmRaAAAAL1CgEC2_nBcT6zzD7WueQbLweeWqGuewd5LFPoxW8z2ZMGmyQO8lYYTg5oL2SYhccCcjvWxGn9zBo3rUjIohdeuU-y6_qQBRiXV9IgtWzK3f6J8JVV0DwUF11vG5es1REhAhz1LpAKZH6sOOhRctuTfnGhTczmnvaq1BkrVUaaDNFj5oM1OIpQ,"<a href=""https://maps.google.com/maps/contrib/116158291169694410714"">isywara puraya</a>"
ID,Universitas Mataram,http://www.unram.ac.id/,ChIJWz__Pn6_zS0RMWGDMreE-DQ,-8.586907299999998,116.0921869,Jl. Majapahit No.62  Gomong  Kec. Selaparang  Kota Mataram  Nusa Tenggara Bar. 83115  Indonesia,CmRaAAAAM5I1eePl_o7-kMivGKpqYOVYT1hf8AJfybEL9hlPPrDnx1K7rhK7Ka6F8ePNkBD5oc6UkNUpYRdvOPT810Ah7PgSS1tkbWjuF2-1yZk_cQdaWgaTYtQ2RYAj7yOgioSvEhBfZ_Pfvu37rRZ3QewzSkv_GhTniG1zUcDNFbfIOymbaZQrvdtsDg,"<a href=""https://maps.google.com/maps/contrib/112223533975975291021"">RA Wahyudi</a>"
ID,Universitas Muhammadiyah Makassar,http://www.unismuh.ac.id/,ChIJ073mAF7ivi0RsjnTgG97fBU,-5.182766399999999,119.4410929,Jl. Sultan Alauddin No.259  Gn. Sari  Kec. Rappocini  Kota Makassar  Sulawesi Selatan 90221  Indonesia,CmRaAAAAwYfYVxA0XMqr4AHED_egaa7vejpwaTwv5eH_iSg-5BpPJ-BkzZLRpubBpXwTFbSHMRvgMKvuk-6OMdf9BjWJdvkB3IBf4tnyjT1fT5dwFNZEStRjs_ZqP33yGX0Bvcm6EhAoo1ACoN0yEm6eIgT7cZerGhRcI7qiNHs0m6D2ukdIuizvO4v8OQ,"<a href=""https://maps.google.com/maps/contrib/114175510908361239105"">Universitas Muhammadiyah Makassar (Unismuh Makassar)</a>"
ID,Universitas Muslim Indonesia,http://www.umi.ac.id/,ChIJM5rY8jP9vi0R738vVP85DTQ,-5.137097,119.447755,Jl. Urip Sumoharjo No.5  Panaikang  Kec. Panakkukang  Kota Makassar  Sulawesi Selatan 90231  Indonesia,CmRaAAAAec1QvVfw3eFyOqMqyjs3RQ5SsMTbAAxgimeeKH33W-TAjBgnbQgAcFVacqsqSw5lrAQmobUmqAaM-foAQG2I11ZqySyh4A018Vt8j20DuktzTn7IKfVrJGnXiNuCUgnCEhC_eDExjvNeQ_VbkTU6lD3gGhSHu0dZMAxnhGV1CAB0el9iQfwuhQ,"<a href=""https://maps.google.com/maps/contrib/115921725485294845510"">Universitas Muslim Indonesia</a>"
ID,Universitas Negeri Manado,http://www.unima.ac.id/,ChIJdRPAJxgVhzIRLQ_LmWoUQ1U,1.2665674,124.8832316,Jl. Raya Tondano  Koya  Tondano Sel.  Kabupaten Minahasa  Sulawesi Utara 95618  Indonesia,CmRaAAAArrFfUEgTdbOR-5_BcZ14uHc0aisO7loHRpqnrp0cobMiZK3LHoNVBNRjWKcc5_PQFZEU2gcXRsnxU_q-0we6002S606I9sDMM-irH98qlPeFr0LsZcyahEVJgSSdRTa6EhDVNmUWUVpvg6bQgnwTX5cfGhRqjH_tTl3HR-owoJQU7sE8RXmZsQ,"<a href=""https://maps.google.com/maps/contrib/112438137174492301410"">Jefri Tamba</a>"
ID,Universitas Padjadjaran,http://www.unpad.ac.id/,ChIJOeIX61PmaC4RQZ6qkh8qGcY,-6.926132099999999,107.7746881,Jl. Raya Bandung Sumedang KM.21  Hegarmanah  Kec. Jatinangor  Kabupaten Sumedang  Jawa Barat 45363  Indonesia,CmRaAAAAsSQPlIzqHs60VXulB69WdI-7xflsDyevtiu7y4tQHx6bg61ynNBo8CyXEkT24WX5d6rdFVa4-9aT5Hyc2FJKqb4GSGY39wcDelTwNkSLSWd6LjGafPr8YrCeif3p62Z0EhAEkI3i1p0Ds3bpQoB3jVqWGhQ1lI5YRUHCNi7IhfBdX-UavheRYg,"<a href=""https://maps.google.com/maps/contrib/113627008247865492426"">cep budhi darma</a>"
ID,Universitas Pekalongan,http://www.unikal.ac.id/,ChIJjfDtDoMmcC4RhYAxJbJ_EJg,-6.894511399999999,109.65963,Jl. Sriwijaya No.3  Bendan  Kec. Pekalongan Bar.  Kota Pekalongan  Jawa Tengah 51119  Indonesia,CmRaAAAAEZatUrDyEjhVJQ9kbbcg7eSxTBsUDDnMAuhLmT3C6zKj1VR42xR6Ez0HngKC8fH6s_1IljIgWsjuBHmPnVtKkQNKeNNaEmb6HuETbOUSELAqHfHZJ3YD18QAHoj6RsBbEhDjOfhVK_EILjhQzOFuL_E_GhSOUyi4ItnaIcx9DkKAB3b42_ofMQ,"<a href=""https://maps.google.com/maps/contrib/110286666930321281574"">Dewi Mardhiyana</a>"
ID,Universitas Putera Batam,http://www.puterabatam.ac.id/,ChIJP7GaBG-G2TERLuDN7QC4EFo,1.0439545,104.0014844,Jalan R. Soeprapto Muka Kuning  Kibing  Kec. Batu Aji  Kota Batam  Kepulauan Riau 29434  Indonesia,CmRaAAAAzc-vHMKIAV4TpWUmEZDMxsp4mEdn0tIND8f2OS0JIFDLSF__ek83nQrDY6CAojTBVvbPymM07b5S4QZZmxsDEHbr0n89-gh7tBT507sd0G6vda78Sx_a2QNFUmsP0yKJEhAqrl_XIRkVMtGmGplGls1HGhRajGPQOuAI-5-fl1lVKbx6UAQF4Q,"<a href=""https://maps.google.com/maps/contrib/111839599019091116653"">Alvendo Wahyu Aranski</a>"
ID,Universitas Simalungun,http://www.usi.ac.id/,ChIJ7VT_sY2EMTARBR5Te-N9fJs,2.9642561,99.0483158,Jl. Sisingamangaraja Barat  Bah Kapul  Siantar Sitalasari  Kota Pematang Siantar  Sumatera Utara 21142  Indonesia,CmRaAAAAx5eQcRnhjCqWH2jwwIzUsGRTkkLKP99uc4B7M52TFkd2Oqq9cng6WB0yUNXdXDlTqhvWyHnJKC0ZZIDZOaRJy3ORW9qEBwYikrT33kkneKH62xIUUCyieCQqEP3CCsimEhCs8JcBXk4ZcsJFEwyGEm6XGhTHWIyThFw-xftjNJfHl7Zq7EVLAg,"<a href=""https://maps.google.com/maps/contrib/103094751287914638428"">ngomong ngomong</a>"
ID,Universitas Tadulako,http://www.untad.ac.id/,ChIJA2cKvELpiy0RiXR6dowEqfg,-0.8364322,119.8936937,Jl. Soekarno Hatta No.KM. 9  Tondo  Mantikulore  Kota Palu  Sulawesi Tengah 94148  Indonesia,CmRaAAAA292zLsYFsVRHM9nKN2taPtH-SxYBYIjVMA0Wg0leYTV0VPOIA_w5JTUWD3KRzSc4eTRaP_KFIoAhaMqpy447aiS0YjHEam0nW3oOgzLLj_K5y--faDxI3Q1K4R5ldU_hEhDOG37RYaDMEbOI7ug5TIb8GhSK9KdNt7dP6ZxxzFHGYkNxO1EODQ,"<a href=""https://maps.google.com/maps/contrib/117720089234168481076"">Mohammad Hisyam</a>"
ID,Universitas Udayana,http://www.unud.ac.id/,ChIJpz37ObxE0i0R5cqQqbKMrmw,-8.7982727,115.1723921,Kampus Bukit  Jl. Raya Kampus Unud Jimbaran  Kec. Kuta Sel.  Kabupaten Badung  Bali 80361  Indonesia,CmRaAAAApk9t1C_tmpZjaTP7M3DyaNRUthv89Sug5fLhkAc5nizo8T4C7SHUJXX3qsBHqBC58B0AxAr0mxQnAB4PbMnbzN-P3oUkoLgU86T2Zxo48iCxsDzH494sI6FpHpKhyHBREhB0_sF1nn5J7YcB6Nqq96hhGhTzxaJrGogrXbb6k9aiqO02AeNUKg,"<a href=""https://maps.google.com/maps/contrib/112438137174492301410"">Jefri Tamba</a>"
IE,Carlow Institute of Technology,http://www.itcarlow.ie/,ChIJB9NFq7ZCXUgRARPYy-Lbfw0,52.82729799999999,-6.936105999999998,Kilkenny Rd  Moanacurragh  Carlow  Ireland,CmRaAAAAP09ueC0oO88t6_X-0-_dEq_gz0qAth3Zc98CUFr_zw0u8PNJpU-dgXWndIx_2-3XWfwUispbR50Xyal3geSRiLFobNAoIwBJ1dHM1fFUaYylwHuhicyfJxQ4OIYTbUGJEhCID3cjySaTrpVxNomPB0ZFGhSLUmGGvtuaYvTu4woeZZsZ89xaog,"<a href=""https://maps.google.com/maps/contrib/114625178121152717388"">Institute of Technology Carlow</a>"
IE,Irish International University (Distance Education),http://www.iiuedu.ie/,ChIJYXrmT2lJzDERKgg_Ppc6wA0,3.1266314,101.6435975,Phileo Damansara I  213  Jalan 16/11  Pusat Perdagangan Phileo Damansara  46350 Petaling Jaya  Malaysia,NA,NA
IE,Shannon College of Hotel Management,http://www.shannoncollege.com/,ChIJ4YfyKBNAW0gR2dMYEbcPre0,52.6906749,-8.917041900000001,Ballyhennessy  Shannon Airport  Co. Clare  Ireland,CmRaAAAAPWI9TZ6rDEYxHoVQ4qX1JCkqcgP_uXhJMwoLFdjs0PhrXCum_R21XWFs0z5hIX0iXI3oP1Tl3-0RZRveBBp14WRxr-yO_tI6V5SL9Aei3Lvk89e_63TpRMWLJr0n-LFdEhBj9tsYYpe_gxYRZ-h_JSW1GhQJmO48cJQijVCmKQ-edCEOKCHqpA,"<a href=""https://maps.google.com/maps/contrib/106859478166339955188"">Vjatseslav Muzotsenko</a>"
IL,Afeka Tel Aviv Academic College of Engineering,http://www.afeka.ac.il/,ChIJqRpKhXVJHRURK88IkmN9vq4,32.1149152,34.8181039,Mivtsa Kadesh St 38  Tel Aviv-Yafo  6910717  Israel,CmRaAAAAP-JgHNFtF_5kqssdqcLO2zcFu5VF0IQoj46mpG0WEj6mhK1r1TeBav9fe9mGCr3pOEpO0tWdUYx6pygPJMjIR_Xws7oUuUc91X3RuCP1zTWeUSHpRnikTwtVyAA31qMPEhBw8Ff6unFH4qkVnmEqeQ7pGhTEKsXSoWEj60G0pBtyLfCVc9cwgQ,"<a href=""https://maps.google.com/maps/contrib/110707695138958796608"">מכללת אפקה  לימודי הנדסה בתל אביב</a>"
IL,Galillee College,http://www.galilcol.ac.il/,,,,,,
IL,Tel Aviv University,http://www.tau.ac.il/,ChIJ-wt232VJHRUR721e4jwavVk,32.1133141,34.8043877,Tel Aviv-Yafo  Israel,CmRaAAAAwsPW8K_UihKi8yWl_o-8iNDojYZ4oYDTmDzPej6SQ--PgzXjHycWVitUCYtSMuep-xSJK59S9Q9AWRmeEX3IUiOwwReE2mTLMZ6ymR-zwpozo4ridejXT0fp1wEzz6zOEhAxKIoOu5nuaR3s1e_7K_33GhTWJRprxdtC9eTffImz0q4znnM0Xg,"<a href=""https://maps.google.com/maps/contrib/111592656769863822104"">Dror Ben David</a>"
IN,AISECT University,http://www.aisectuniversity.ac.in/,ChIJ1cxxSh1HfDkRNWMvzEzf45I,23.13417400000001,77.564346,Mendua  Post: Bhojpur  Near Bangrasiya Chouraha  Bhopal-Chiklod Road  Raisen  Madhya Pradesh 464993  India,CmRaAAAAb8yPfyWXVPzj_Rt82t39ql9IYj36USQkH0ZYz75qmyp0zf6hoOTSHYOfPZRC66dJScUVuTc2G9g2IG-oDD8waJWFFbbDDzWmKUPnFPnEdsGOKx5eXSJzZ42dKrTCXED3EhCUVYvCs0VICI0NDVwj0kz7GhRMEckY1V6Ka9hzct1TnsFPRKy9Iw,"<a href=""https://maps.google.com/maps/contrib/106490441313632813947"">Suryavanshy Photography</a>"
IN,Amrita Vishwa Vidyapeetham (Deemed University),http://www.amrita.edu/,ChIJ6yjo05VcqDsRKZBiEEXLhSc,10.9026791,76.9006279,Amritanagar  Ettimadai  Tamil Nadu 641112  India,CmRZAAAAcgoNJnnXvZCG7JSj6YSp67p34b7y-zJsBQLN7O0BrBF7TRMImScXZ7YvsPW65BA0w6FtqR2HGSNEOc1RWoZsHbX3OTvjKM5ZvWKgBnll1-oY5WdMVwEbw3JZoBCXeRNoEhA0ZGg1fiC6HIQHX6KkyXc3GhRaLRjMdkn6Pex3V5afsG3svBLmAg,"<a href=""https://maps.google.com/maps/contrib/111434642773375696835"">Vamsi Uppuluri</a>"
IN,Assam University,http://www.assamuniversity.nic.in/,ChIJQ297Qic4TjcR3vFNB7OmVkU,24.6849545,92.75116820000001,Silchar  Assam 788011  India,CmRaAAAAAnKWl12_xZUXxWJaAMmVkumxyd_D9SeiZZhijtH7Rb-4ojv2kmnDJRQjJzKVJQpQhPwMuzliyED2aUgEtph7H1RJLvhVyqtkZW4WGGa8brvWt8T-s3UWwPTwVcmnpJy1EhAqgOwAze9rQtBpxdmX1nV-GhRpjGNF8JeEdkFD7bo4N3P8VMwB2A,"<a href=""https://maps.google.com/maps/contrib/116354350084374605074"">Arnab Paik</a>"
IN,Barkatullah University,http://www.bubhopal.nic.in/,ChIJZV5tZs5DfDkReKSzku7CH-8,23.2024714,77.4561607,Barkatullah University  Habib Ganj  Bhopal  Madhya Pradesh 462026  India,CmRaAAAADGQDc2O8nmO65Dfn0gcmN90tf-4vl26IULjYsdXcMVM-bpESVFulTlE6iNLLxgX3HBX4XVv3tL8evC2ltDTx4vDJmOc1gkuo8TUMWNpfEy5b52nWu-RCAFK1dKY1P5TlEhCog5xVO64ljzT5cTwSnitiGhSBziJw3gpo_nHjnWlIDe6rhHkjFg,"<a href=""https://maps.google.com/maps/contrib/117131198566364244236"">Aman Singh</a>"
